guwen,title
毛延寿画欲通神，忍为黄金不顾人。马上琵琶行万里，汉宫长有隔生春。,王昭君
万里衡阳雁，今年又北归。双双瞻客上，一一背人飞。云里相呼疾，沙边自宿稀。系书元浪语，愁寂故山薇。欲雪违胡地，先花别楚云。却过清渭影，高起洞庭群。塞北春阴暮，江南日色曛。伤弓流落羽，行断不堪闻。,归雁二首
世上谩相识，此翁殊不然。兴来书自圣，醉后语尤颠。白发老闲事，青云在目前。床头一壶酒，能更几回眠？,醉后赠张九旭
岁云暮矣多北风，潇湘洞庭白雪中。渔父天寒网罟冻，莫徭射雁鸣桑弓。去年米贵阙军食，今年米贱大伤农。高马达官厌酒肉，此辈杼轴茅茨空。楚人重鱼不重鸟，汝休枉杀南飞鸿。况闻处处鬻男女，割慈忍爱还租庸。往日用钱捉私铸，今许铅锡和青铜。刻泥为之最易得，好恶不合长相蒙。万国城头吹画角，此曲哀怨何时终？,岁晏行
秋树却逢暖，未凋能几时。何须尚松桂，摇动暂青枝。,寓言
寒山吹笛唤春归，迁客相看泪满衣。洞庭一夜无穷雁，不待天明尽北飞。,春夜闻笛
沅江五月平堤流，邑人相将浮彩舟。灵均何年歌已矣，哀谣振楫从此起。杨桴击节雷阗阗，乱流齐进声轰然。蛟龙得雨鬐鬣动，螮蝀饮河形影联。刺史临流褰翠帏，揭竿命爵分雄雌。先鸣馀勇争鼓舞，未至衔枚颜色沮。百胜本自有前期，一飞由来无定所。风俗如狂重此时，纵观云委江之湄。彩旂夹岸照蛟室，罗袜凌波呈水嬉。曲终人散空愁暮，招屈亭前水东注。,竞渡曲
倚楼高望极，展转念前途。晚叶红残楚，秋江碧入吴。云中来雁急，天末去帆孤。明月谁同我，悠悠上帝都。,岳阳楼
将军少年出武威，入掌银台护紫微。平明拂剑朝天去，薄暮垂鞭醉酒归。爱子临风吹玉笛，美人向月舞罗衣。畴昔雄豪如梦里，相逢且欲醉春晖。,赠郭将军
南州溽暑醉如酒，隐几熟眠开北牖。日午独觉无馀声，山童隔竹敲茶臼。,夏昼偶作
萱草生堂阶，游子行天涯。慈亲倚堂门，不见萱草花。,游子
腻红匀脸衬檀唇。晚妆新。暗伤春。手捻花枝，谁会两眉颦。连理带头双□□，留待与、个中人。淡烟笼月绣帘阴。画堂深。夜沈沈、谁道□□，□系得人心。一自绿窗偷见后，便憔悴、到如今。,江城子
春水月峡来，浮舟望安极？正是桃花流，依然锦江色。江色绿且明，茫茫与天平。逶迤巴山尽，摇曳楚云行。雪照聚沙雁，花飞出谷莺。芳洲却已转，碧树森森迎。流目浦烟夕，扬帆海月生。江陵识遥火，应到渚宫城。,荆门浮舟望蜀江
烈士击玉壶，壮心惜暮年。三杯拂剑舞秋月，忽然高咏涕泗涟。凤凰初下紫泥诏，谒帝称觞登御筵。揄扬九重万乘主，谑浪赤墀青琐贤。朝天数换飞龙马，敕赐珊瑚白玉鞭。世人不识东方朔，大隐金门是谪仙。西施宜笑复宜颦，丑女效之徒累身。君王虽爱蛾眉好，无奈宫中妒杀人！,玉壶吟
石壁望松寥，宛然在碧霄。安得五彩虹，驾天作长桥。仙人如爱我，举手来相招。,焦山望寥山
不向东山久，蔷薇几度花。白云还自散，明月落谁家。我今携谢妓，长啸绝人群。欲报东山客，开关扫白云。,忆东山二首
故交吾未测，薄宦空年岁。晚节踪曩贤，雄词冠当世。堂中皆食客，门外多酒债。产业曾未言，衣裘与人敝。飘飖戎幕下，出入关山际。转战轻壮心，立谈有边计。云沙自回合，天海空迢递。星高汉将骄，月盛胡兵锐。沙深冷陉断，雪暗辽阳闭。亦谓扫欃枪，旋惊陷蜂虿。归旌告东捷，斗骑传西败。遥飞绝汉书，已筑长安第。画龙俱在叶，宠鹤先居卫。勿辞部曲勋，不藉将军势。相逢季冬月，怅望穷海裔。折剑留赠人，严装遂云迈。我行将悠缅，及此还羁滞。曾非济代谋，且有临深诫。随波混清浊，与物同丑丽。眇忆青岩栖，宁忘褐衣拜。自言爱水石，本欲亲兰蕙。何意薄松筠，翻然重菅蒯。恒深取与分，孰慢平生契。款曲鸡黍期，酸辛别离袂。逢时愧名节，遇坎悲沦替。适赵非解纷，游燕往无说。浩歌方振荡，逸翮思凌励。倏若异鹏抟，吾当学蝉蜕。,赠别王十七管记
瑶草寒不死，移植沧江滨。东风洒雨露，会入天地春。予若洞庭叶，随波送逐臣。思归未可得，书此谢情人。,送郄昂谪巴中
春草如有意，罗生玉堂阴。东风吹愁来，白发坐相侵。独酌劝孤影，闲歌面芳林。长松尔何知，萧瑟为谁吟。手舞石上月，膝横花间琴。过此一壶外，悠悠非我心。,独酌
日日采莲去，洲长多暮归。弄篙莫溅水，畏湿红莲衣。,皇甫岳云溪杂题五首·莲花坞
城南虏已合，一夜几重围。自有金笳引，能沾出塞衣。听临关月苦，清入海风微。三奏高楼晓，胡人掩涕归。,胡笳曲
兵卫森画戟，宴寝凝清香。海上风雨至，逍遥池阁凉。烦疴近消散，嘉宾复满堂。自惭居处崇，未睹斯民康。理会是非遣，性达形迹忘。鲜肥属时禁，蔬果幸见尝。俯饮一杯酒，仰聆金玉章。神欢体自轻，意欲凌风翔。吴中盛文史，群彦今汪洋。方知大藩地，岂曰财赋强。,郡斋雨中与诸文士燕集
微云淡河汉，疏雨滴梧桐。逐逐怀良驭，萧萧顾乐鸣。（《省试骐骥长鸣》诗，见《丹阳集》）,句
今日竹林宴，我家贤侍郎。三杯容小阮，醉后发清狂。船上齐桡乐，湖心泛月归。白鸥闲不去，争拂酒筵飞。刬却君山好，平铺湘水流。巴陵无限酒，醉杀洞庭秋。,陪侍郎叔游洞庭醉后三首
太虚生月晕，舟子知天风。挂席候明发，渺漫平湖中。中流见匡阜，势压九江雄。黯黮凝黛色，峥嵘当曙空。香炉初上日，瀑水喷成虹。久欲追尚子，况兹怀远公。我来限于役，未暇息微躬。淮海途将半，星霜岁欲穷。寄言岩栖者，毕趣当来同。,彭蠡湖中望庐山
渭水自萦秦塞曲，黄山旧绕汉宫斜。銮舆迥出千门柳，阁道回看上苑花。云里帝城双凤阙，雨中春树万人家。为乘阳气行时令，不是宸游玩物华。,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制
长安白日照春空，绿杨结烟垂袅风。披香殿前花始红，流芳发色绣户中。绣户中，相经过。飞燕皇后轻身舞，紫宫夫人绝世歌。圣君三万六千日，岁岁年年奈乐何。,阳春歌
边霜昨夜堕关榆，吹角当城汉月孤。无限塞鸿飞不度，秋风卷入小单于。,听晓角
生涯岂料承优诏，世事空知学醉歌。江上月明胡雁过，淮南木落楚山多。寄身且喜沧洲近，顾影无如白发何。今日龙钟人共弃，愧君犹遣慎风波。,江州重别薛六柳八二员外
谷口春残黄鸟稀，辛夷花尽杏花飞。始怜幽竹山窗下，不改清阴待我归。,晚春归山居题窗前竹 / 暮春归故山草堂诗
襄阳行乐处，歌舞白铜鞮。江城回绿水，花月使人迷。山公醉酒时，酩酊高阳下。头上白接篱，倒著还骑马。岘山临汉水，水绿沙如雪。上有堕泪碑，青苔久磨灭。且醉习家池，莫看堕泪碑。山公欲上马，笑杀襄阳儿。,襄阳曲四首
由来称独立，本自号倾城。柳叶眉间发，桃花脸上生。腕摇金钏响，步转玉环鸣。纤腰宜宝袜，红衫艳织成。悬知一顾重，别觉舞腰轻。,赋得北方有佳人
桂林风景异，秋似洛阳春。晚霁江天好，分明愁杀人。卷云山角戢，碎石水磷磷。世业事黄老，妙年孤隐沦。归欤卧沧海，何物贵吾身。,始安秋日
将为胠箧、探囊、发匮之盗而为守备，则必摄缄縢、固扃鐍；此世俗之所谓知也。然而巨盗至，则负匮、揭箧、担囊而趋；唯恐缄縢扃鐍之不固也。然则乡之所谓知者，不乃为大盗积者也？故尝试论之，世俗之所谓知者，有不为大盗积者乎？所谓圣者，有不为大盗守者乎？何以知其然邪？昔者齐国邻邑相望，鸡狗之音相闻，罔罟之所布，耒耨之所刺，方二千余里。阖四竟之内，所以立宗庙、社稷，治邑、屋、州、闾、乡、曲者，曷尝不法圣人哉？然而田成子一旦杀齐君而盗其国。所盗者岂独其国邪？并与其圣知之法而盗之。故田成子有乎盗贼之名，而身处尧舜之安，小国不敢非，大国不敢诛，专有齐国。则是不乃窃齐国，并与其圣知之法，以守其盗贼之身乎？尝试论之，世俗之所谓至知者，有不为大盗积者乎？所谓至圣者，有不为大盗守者乎？何以知其然邪？昔者龙逢斩，比干剖，苌弘胣，子胥靡。故四子之贤而身不免乎戮。故跖之徒问于跖曰：“盗亦有道乎？”跖曰：“何适而无有道邪？”夫妄意室中之藏，圣也；入先，勇也；出后，义也；知可否，知也；分均，仁也。五者不备而能成大盗者，天下未之有也。”由是观之，善人不得圣人之道不立，跖不得圣人之道不行；天下之善人少而不善人多，则圣人之利天下也少，而害天下也多。故曰：唇竭则齿寒，鲁酒薄而邯郸围，圣人生而大盗起。掊击圣人，纵舍盗贼，而天下始治矣！夫川竭而谷虚，丘夷而渊实。圣人已死，则大盗不起，天下平而无故矣。圣人不死，大盗不止。虽重圣人而治天下，则是重利盗跖也。为之斗斛以量之，则并与斗斛而窃之；为之权衡以称之，则并与权衡而窃之；为之符玺而信之，则并与符玺而窃之；为之仁义以矫之，则并与仁义而窃之。何以知其然邪？彼窃钩者诛，窃国者为诸侯，诸侯之门而仁义存焉。则是非窃仁义圣知邪？故逐于大盗、揭诸侯、窃仁义并斗斛权衡符玺之利者，虽有轩冕之赏弗能劝，斧钺之威弗能禁。此重利盗跖而使不可禁者，是乃圣人之过也。故曰：“鱼不可脱于渊，国之利器不可以示人。”彼圣人者，天下之利器也，非所以明天下也。故绝圣弃知，大盗乃止；擿玉毁珠，小盗不起；焚符破玺，而民朴鄙；掊斗折衡，而民不争；殚残天下之圣法，而民始可与论议。擢乱六律，铄绝竽瑟，塞瞽旷之耳，而天下始人含其聪矣；灭文章，散五采，胶离朱之目，而天下始人含其明矣。毁绝钩绳而弃规矩，攦工倕之指，而天下始人含其巧矣。故曰：大巧若拙。削曾史之行，钳杨墨之口，攘弃仁义，而天下之德始玄同矣。彼人含其明，则天下不铄矣；人含其聪，则天下不累矣；人含其知，则天下不惑矣；人含其德，则天下不僻矣。彼曾、史、杨、墨、师旷、工倕、离朱、皆外立其德而以爚乱天下者也，法之所无用也。子独不知至德之世乎？昔者容成氏、大庭氏、伯皇氏、中央氏、栗陆氏、骊畜氏、轩辕氏、赫胥氏、尊卢氏、祝融氏、伏牺氏、神农氏，当是时也，民结绳而用之，甘其食，美其服，乐其俗，安其居，邻国相望，鸡狗之音相闻，民至老死而不相往来。若此之时，则至治已。今遂至使民延颈举踵，曰：“某所有贤者，”赢粮而趣之，则内弃其亲，而外弃其主之事；足迹接乎诸侯之境，车轨结乎千里之外，则是上好知之过也。上诚好知而无道，则天下大乱矣！何以知其然邪？夫弓、弩、毕、弋、机变之知多，则鸟乱于上矣；钩饵、罔罟、罾笱之知多，则鱼乱于水矣；削格、罗落、罝罘之知多，则兽乱于泽矣；知诈渐毒、颉滑坚白、解垢同异之变多，则俗惑于辩矣。故天下每每大乱，罪在于好知。故天下皆知求其所不知，而莫知求其所已知者；皆知非其所不善，而莫知非其所已善者，是以大乱。故上悖日月之明，下烁山川之精，中堕四时之施，惴耎之虫，肖翘之物，莫不失其性。甚矣，夫好知之乱天下也！自三代以下者是已，舍夫种种之民，而悦夫役役之佞，释夫恬淡无为，而悦夫啍啍之意，啍啍已乱天下矣！,胠箧
击筑饮美酒，剑歌易水湄。经过燕太子，结托并州儿。少年负壮气，奋烈自有时。因声鲁句践，争情勿相欺。五陵年少金市东，银鞍白马度春风。落花踏尽游何处，笑入胡姬酒肆中。君不见淮南少年游侠客，白日球猎夜拥掷。呼卢百万终不惜，报仇千里如咫尺。少年游侠好经过，浑身装束皆绮罗。兰蕙相随喧妓女，风光去处满笙歌。骄矜自言不可有，侠士堂中养来久。好鞍好马乞与人，十千五千旋沽酒。赤心用尽为知己，黄金不惜栽桃李。桃李栽来几度春，一回花落一回新。府县尽为门下客，王侯皆是平交人。男儿百年且乐命，何须徇书受贫病。男儿百年且荣身，何须徇节甘风尘。衣冠半是征战士，穷儒浪作林泉民。遮莫枝根长百丈，不如当代多还往。遮莫姻亲连帝城，不如当身自簪缨。看取富贵眼前者，何用悠悠身后名。,杂曲歌辞。少年行三首
东流既瀰瀰，南纪信滔滔。水激沉碑岸，波骇弄珠皋。含星映浅石，浮盖下奔涛。溜阔霞光近，川长晓气高。樯乌转轻翼，戏鸟落风毛。客心既多绪，长歌且代劳。,渡汉江
一代倾城逐浪花，吴宫空自忆儿家。效颦莫笑东村女，头白西边上浣纱。,五美吟·西施
水精帘里颇黎枕，暖香惹梦鸳鸯锦。江上柳如烟，雁飞残月天。藕丝秋色浅，人胜参差剪。双鬓隔香红，玉钗头上风。,菩萨蛮·水精帘里颇黎枕
"月日，居易白。微之足下：自足下谪江陵至于今，凡枉赠答诗仅百篇。每诗来，或辱序，或辱书，冠于卷首，皆所以陈古今歌诗之义，且自叙为文因缘，与年月之远近也。仆既受足下诗，又谕足下此意，常欲承答来旨，粗论歌诗大端，并自述为文之意，总为一书，致足下前。累岁已来，牵故少暇，间有容隙，或欲为之；又自思所陈，亦无出足下之见；临纸复罢者数四，卒不能成就其志，以至于今。今俟罪浔阳，除盥栉食寝外无余事，因览足下去通州日所留新旧文二十六轴，开卷得意，忽如会面，心所畜者，便欲快言，往往自疑，不知相去万里也。既而愤悱之气，思有所浊，遂追就前志，勉为此书，足下幸试为仆留意一省。夫文，尚矣，三才各有文。天之文三光首之；地之文五材首之；人之文《六经》首之。就《六经》言，《诗》又首之。何者？圣人感人心而天下和平。感人心者，莫先乎情，莫始乎言，莫切乎声，莫深乎义。诗者，根情，苗言，华声，实义。上自圣贤，下至愚騃，微及豚鱼，幽及鬼神。群分而气同，形异而情一。未有声入而不应、情交而不感者。圣人知其然，因其言，经之以六义；缘其声，纬之以五音。音有韵，义有类。韵协则言顺，言顺则声易入；类举则情见，情见则感易交。于是乎孕大含深，贯微洞密，上下通而一气泰，忧乐合而百志熙。五帝三皇所以直道而行、垂拱而理者，揭此以为大柄，决此以为大窦也。故闻“元首明，股肱良”之歌，则知虞道昌矣。闻五子洛汭之歌，则知夏政荒矣。言者无罪，闻者足诫，言者闻者莫不两尽其心焉。洎周衰秦兴，采诗官废，上不以诗补察时政，下不以歌泄导人情。用至于谄成之风动，救失之道缺。于时六义始剚矣。《国风》变为《骚辞》，五言始于苏、李。《诗》、《骚》皆不遇者，各系其志，发而为文。故河梁之句，止于伤别；泽畔之吟，归于怨思。彷徨抑郁，不暇及他耳。然去《诗》未远，梗概尚存。故兴离别则引双凫一雁为喻，讽君子小人则引香草恶鸟为比。虽义类不具，犹得风人之什二三焉。于时六义始缺矣。晋、宋已还，得者盖寡。以康乐之奥博，多溺于山水；以渊明之高古，偏放于田园。江、鲍之流，又狭于此。如梁鸿《五噫》之例者，百无一二。于时六义浸微矣！陵夷至于梁、陈间，率不过嘲风雪、弄花草而已。噫！风雪花草之物，三百篇中岂舍之乎？顾所用何如耳。设如“北风其凉”，假风以刺威虐；“雨雪霏霏”，因雪以愍征役；“棠棣之华”，感华以讽兄弟；“采采芣苡”，美草以乐有子也。皆兴发于此而义归于彼。反是者，可乎哉！然则“余霞散成绮，澄江净如练”，“归花先委露，别叶乍辞风”之什，丽则丽矣，吾不知其所讽焉。故仆所谓嘲风雪、弄花草而已。于时六义尽去矣。唐兴二百年，其间诗人不可胜数。所可举者，陈子昂有《感遇诗》二十首，鲍防《感兴诗》十五篇。又诗之豪者，世称李、杜。李之作，才矣！奇矣！人不迨矣！索其风雅比兴，十无一焉。杜诗最多，可传者千余首。至于贯穿古今，覙缕格律，尽工尽善，又过于李焉。然撮其《新安》、《石壕》、《潼关吏》、《芦子关》、《花门》之章，“朱门酒肉臭，路有冻死骨”之句，亦不过十三四。杜尚如此，况不迨杜者乎？仆常痛诗道崩坏，忽忽愤发，或废食辍寝，不量才力，欲扶起之。嗟乎！事有大谬者，又不可一二而言，然亦不能不粗陈于左右。仆始生六七月时，乳母抱弄于书屏下，有指“之”字、“无”字示仆者，仆口未能言，心已默识。后有问此二字者，虽百十其试，而指之不差。则知仆宿习之缘，已在文字中矣。及五六岁，便学为诗。九岁谙识声韵。十五六，始知有进士，苦节读书。二十已来，昼课赋，夜课书，间又课诗，不遑寝息矣。以至于口舌成疮，手肘成胝。既壮而肤革不丰盈，未老而齿发早衰白；瞀瞀然如飞蝇垂珠在眸子中者，动以万数，盖以苦学力文之所致，又自悲。家贫多故，二十七方从乡赋。既第之后，虽专于科试，亦不废诗。及授校书郎时，已盈三四百首。或出示交友如足下辈，见皆谓之工，其实未窥作者之域耳。自登朝来，年齿渐长，阅事渐多。每与人言，多询时务；每读书史，多求理道。始知文章合为时而著，歌诗合为事而作。是时皇帝初即位，宰府有正人，屡降玺书，访人急病。仆当此日，擢在翰林，身是谏官，月请谏纸。启奏之间，有可以救济人病，裨补时阙，而难于指言者，辄咏歌之，欲稍稍进闻于上。上以广宸听，副忧勤；次以酬恩奖，塞言责；下以复吾平生之志。岂图志未就而悔已生，言未闻而谤已成矣！又请为左右终言之。凡闻仆《贺雨诗》，众口籍籍，以为非宜矣；闻仆《哭孔戡诗》，众面脉脉，尽不悦矣；闻《秦中吟》，则权豪贵近者，相目而变色矣；闻《登乐游园》寄足下诗，则执政柄者扼腕矣；闻《宿紫阁村》诗，则握军要者切齿矣！大率如此，不可遍举。不相与者，号为沽誉，号为诋讦，号为讪谤。苟相与者，则如牛僧孺之诫焉。乃至骨肉妻孥，皆以我为非也。其不我非者，举世不过三两人。有邓鲂者，见仆诗而喜，无何鲂死。有唐衢者，见仆诗而泣，未几而衢死。其余即足下。足下又十年来困踬若此。呜呼！岂六义四始之风，天将破坏，不可支持耶？抑又不知天意不欲使下人病苦闻于上耶？不然，何有志于诗者，不利若此之甚也！然仆又自思关东一男子耳，除读书属文外，其他懵然无知，乃至书画棋博，可以接群居之欢者，一无通晓，即其愚拙可知矣！初应进士时，中朝无缌麻之亲，达官无半面之旧；策蹇步于利足之途，张空拳于战文之场。十年之间，三登科第，名落众耳，迹升清贯，出交贤俊，入侍冕旒。始得名于文章，终得罪于文章，亦其宜也。日者闻亲友间说，礼、吏部举选人，多以仆私试赋判为准的。其余诗句，亦往往在人口中。仆恧然自愧，不之信也。及再来长安，又闻有军使高霞寓者，欲聘倡妓，妓大夸曰：“我诵得白学士《长恨歌》，岂同他哉？”由是增价。又足下书云：到通州日，见江馆柱间有题仆诗者。何人哉？又昨过汉南日，适遇主人集众娱乐，他宾诸妓见仆来，指而相顾曰：此是《秦中吟》、《长恨歌》主耳。自长安抵江西三四千里，凡乡校、佛寺、逆旅、行舟之中，往往有题仆诗者；士庶、僧徒、孀妇、处女之口，每有咏仆诗者。此诚雕篆之戏，不足为多，然今时俗所重，正在此耳。虽前贤如渊、云者，前辈如李、杜者，亦未能忘情于其间。古人云：“名者公器，不可多取。”仆是何者，窃时之名已多。既窃时名，又欲窃时之富贵，使己为造物者，肯兼与之乎？今之屯穷，理固然也。况诗人多蹇，如陈子昂、杜甫，各授一拾遗，而屯剥至死。孟浩然辈不及一命，穷悴终身。近日孟郊六十，终试协律；张籍五十，未离一太祝。彼何人哉！况仆之才又不迨彼。今虽谪佐远郡，而官品至第五，月俸四五万，寒有衣，饥有食，给身之外，施及家人。亦可谓不负白氏子矣。微之，微之！勿念我哉！仆数月来，检讨囊帙中，得新旧诗，各以类分，分为卷目。自拾遗来，凡所遇所感，关于美刺兴比者；又自武德至元和，因事立题，题为“新乐府”者，共一百五十首，谓之""讽谕诗""。又或退公独处，或移动病闲居，知足保和，吟玩性情者一百首，谓之”闲适诗“。又有事物牵于外，情理动于内，随感遇而形于叹咏者一百首，谓之”感伤诗“。又有五言、七言、长句、绝句，自一百韵至两百韵者四百余首，谓之”杂律诗“。凡为十五卷，约八百首。异时相见，当尽致于执事。微之，古人云：“穷则独善其身，达则兼济天下。”仆虽不肖，常师此语。大丈夫所守者道，所待者时。时之来也，为云龙，为风鹏，勃然突然，陈力以出；时之不来也，为雾豹，为冥鸿，寂兮寥兮，奉身而退。进退出处，何往而不自得哉！故仆志在兼济，行在独善，奉而始终之则为道，言而发明之则为诗。谓之讽谕诗，兼济之志也；谓之闲适诗，独善之义也。故览仆诗者，知仆之道焉。其余杂律诗，或诱于一时一物，发于一笑一吟，率然成章，非平生所尚者，但以亲朋合散之际，取其释恨佐欢，今铨次之间，未能删去。他时有为我编集斯文者，略之可也。微之，夫贵耳贱目，荣古陋今，人之大情也。仆不能远征古旧，如近岁韦苏州歌行，才丽之外，颇近兴讽；其五言诗，又高雅闲淡，自成一家之体，今之秉笔者谁能及之？然当苏州在时，人亦未甚爱重，必待身后，人始贵之。今仆之诗，人所爱者，悉不过杂律诗与《长恨歌》已下耳。时之所重，仆之所轻。至于讽谕者，意激而言质；闲适者，思澹而辞迂。以质合迂，宜人之不爱也。今所爱者，并世而生，独足下耳。然百千年后，安知复无如足下者出，而知爱我诗哉？故自八九年来，与足下小通则以诗相戒，小穷则以诗相勉，索居则以诗相慰，同处则以诗相娱。知吾罪吾，率以诗也。如今年春游城南时，与足下马上相戏，因各诵新艳小律，不杂他篇，自皇子陂归昭国里，迭吟递唱，不绝声者二十里余。攀、李在傍，无所措口。知我者以为诗仙，不知我者以为诗魔。何则？劳心灵，役声气，连朝接夕，不自知其苦，非魔而何？偶同人当美景，或花时宴罢，或月夜酒酣，一咏一吟，不觉老之将至。虽骖鸾鹤、游蓬瀛者之适，无以加于此焉，又非仙而何？微之，微之！此吾所以与足下外形骸、脱踪迹、傲轩鼎、轻人寰者，又以此也。当此之时，足下兴有余力，且欲与仆悉索还往中诗，取其尤长者，如张十八古乐府，李二十新歌行，卢、杨二秘书律诗，窦七、元八绝句，博搜精掇，编而次之，号为《元白往还集》。众君子得拟议于此者，莫不踊跃欣喜，以为盛事。嗟乎！言未终而足下左转，不数月而仆又继行，心期索然，何日成就？又可为之太息矣！仆常语足下，凡人为文，私于自是，不忍于割截，或失于繁多。其间妍媸，益又自惑。必待交友有公鉴无姑息者，讨论而削夺之，然后繁简当否，得其中矣。况仆与足下，为文尤患其多。己尚病，况他人乎？今且各纂诗笔，粗为卷第，待与足下相见日，各出所有，终前志焉。又不知相遇是何年，相见是何地，溘然而至，则如之何？微之知我心哉！浔阳腊月，江风苦寒，岁暮鲜欢，夜长少睡。引笔铺纸，悄然灯前，有念则书，言无铨次。勿以繁杂为倦，且以代一夕之话言也。居易自叙如此，文士以为信然。",与元九书
北山输绿涨横陂，直堑回塘滟滟时。细数落花因坐久，缓寻芳草得归迟。,北山
朝作轻寒暮作阴，愁中不觉已春深。落花有泪因风雨，啼鸟无情自古今。故国江山徒梦寐，中华人物又销沉。龙蛇四海归无所，寒食年年怆客心。,壬戌清明作
荒憬尽怀忠，梯航已自通。九攻虽不战，五月尚持戎。遣戍征周牒，恢边重汉功。选车命元宰，授律取文雄。胄出天弧上，谋成帝幄中。诏旂分夏物，专土锡唐弓。帐宿伊川右，钲传晋苑东。饔人藉蕡实，乐正理丝桐。岐陌涵馀雨，离川照晚虹。恭闻咏方叔，千载舞皇风。,奉和圣制送张说巡边
曾子衣敝衣以耕。鲁君使人往致邑焉，曰:“请以此修衣。”曾子不受，反，复往，又不受。使者曰:“先生非求于人，人则献之，奚为不受？”曾子曰:“臣闻之，‘受人者畏人；予人者骄人。’纵子有赐，不我骄也，我能勿畏乎？”终不受。孔子闻之，曰：“参之言足以全其节也。”（选自汉·刘向《说苑》）,曾子不受邑
池馆隳摧古榭荒，此延嘉客会重阳。虽惭老圃秋容淡，且看黄花晚节香。酒味已醇新过熟，蟹螯先实不须霜。年来饮兴衰难强，漫有高吟力尚狂。,九日水阁
萋萋芳草小楼西，云压雁声低。两行疏柳，一丝残照，万点鸦栖。春山碧树秋重绿，人在武陵溪。无情明月，有情归梦，同到幽闺。,眼儿媚·秋思
楚公子围聘于郑，且娶于公孙段氏。伍举为介。将入馆，郑人恶之。使行人子羽与之言，乃馆于外。既聘，将以众逆。子产患之，使子羽辞曰：“以敝邑褊小，不足以容从者，请墠听命！”令尹使太宰伯州犁对曰：“君辱贶寡大夫围，谓围：‘将使丰氏抚有而室。’围布几筵，告于庄、共之庙而来。若野赐之，是委君贶于草莽也！是寡大夫不得列于诸卿也！不宁唯是，又使围蒙其先君，将不得为寡君老，其蔑以复矣。唯大夫图之！”子羽曰：“小国无罪，恃实其罪。将恃大国之安靖己，而无乃包藏祸心以图之。小国失恃而惩诸侯，使莫不憾者，距违君命，而有所壅塞不行是惧！不然，敝邑，馆人之属也，其敢爱丰氏之祧？”伍举知其有备也，请垂櫜而入。许之。,子产却楚逆女以兵
南阜小亭台，薄有山花取次开。寄语多情熊少府；晴也须来，雨也须来。随意且衔杯，莫惜春衣坐绿苔。若待明朝风雨过，人在天涯！春在天涯。,南乡一剪梅·招熊少府
桥影流虹，湖光映雪，翠帘不卷春深。一寸横波，断肠人在楼阴。游丝不系羊车住，倩何人传语青禽？最难禁，倚遍雕阑，梦遍罗衾。重来已是朝云散，怅明珠佩冷，紫玉烟沉。前度桃花，依然开满江浔。钟情怕到相思路，盼长堤草尽红心。动愁吟，碧落黄泉，两处难寻。,高阳台·桥影流虹
勿言草卉贱，幸宅天池中。微根才出浪，短干未摇风。宁知寸心里，蓄紫复含红！,咏新荷应诏
秋光一片，问苍苍桂影，其中何物？一叶扁舟波万顷，四顾粘天无壁。叩枻长歌，嫦娥欲下，万里挥冰雪。京尘千丈，可能容此人杰？回首赤壁矶边，骑鲸人去，几度山花发。澹澹长空今古梦，只有归鸿明灭。我欲从公，乘风归去，散此麒麟发。三山安在，玉箫吹断明月！,大江东去·用东坡先生韵
照江叠节，载画舫之清冰；待月举杯，呼芳樽于绿净。拜华星之坠几，约明月之浮槎。风雨满城，何幸两重阳之近；江山如画，尚从前赤壁之游。槁秸申酬，轮嗣布。,回董提举中秋请宴启
铁甲长戈死未忘，堆盘色相喜先尝。螯封嫩玉双双满，壳凸红脂块块香。多肉更怜卿八足，助情谁劝我千觞。对兹佳品酬佳节，桂拂清风菊带霜。,螃蟹咏
山苍苍，水茫茫，大孤小孤江中央。崖崩路绝猿鸟去，惟有乔木搀天长。客舟何处来，棹歌中流声抑扬。沙平风软望不到，孤山久与船低昂。峨峨两烟鬟，晓镜开新妆。舟中贾客莫漫狂，小姑前年嫁彭郎。,李思训画长江绝岛图
杨柳东塘细水流，红窗睡起唤晴鸠。屏间山压眉心翠，镜里波生鬓角秋。临玉管，试琼瓯，醒时题恨醉时休。明朝花落归鸿尽，细雨春寒闭小楼。,鹧鸪天·杨柳东塘细水流
世情推物理，人生贵适意。想人间造物搬兴废，吉藏凶，凶暗吉。【夜行船】富贵那能长富贵，日盈昃月满亏蚀。地下东南，天高西北，天地尚无完体。【庆宣和】算到天明走到黑，赤紧的是衣食。凫短鹤长不能齐，且休题，谁是非。【锦上花】展放愁眉，休争闲气。今日容颜，老如昨日。古往今来，恁须尽知，贤的愚的，贫的和富的。【幺】到头这一身，难逃那一日。受用了一朝，一朝便宜。百岁光阴，七十者稀。急急流年，滔滔逝水。【清江引】落花满院春又归，晚景成何济！车尘马足中，蚁穴蜂衙内，寻取个稳便处闲坐地。【碧玉箫】乌兔相催，日月走东西。人生别离，白发故人稀。不停闲岁月疾，光阴似驹过隙。君莫痴，休争名利。幸有几杯，且不如花前醉。【歇拍煞】恁则待闲熬煎、闲烦恼、闲萦系、闲追欢、闲落魄、闲游戏。金鸡触祸机，得时间早弃迷途。繁华重念箫韶歇，急流勇退寻归计。采蕨薇，洗是非；夷齐等，巢由辈。这两个谁人似得？松菊晋陶潜，江湖越范蠡。,【双调】乔牌儿
