fanyi,title
伯劳东飞燕子西去，黄姑和织女时而相见。门前是谁家的女儿蹲坐住门前，她的美丽倩影投照在里屋。皎浩的月光透过窗牖，照耀在女子的帷帐上，屋内飘散着脂粉的芳香。女子今年将要十五六岁，身材窈窕，容颜如玉，洁白美丽，无与伦比。但三春已经过去，日暮时分花朵都已凋零，女儿虽然可爱，但尚没有夫家，这般美丽又有谁爱怜呢？,东飞伯劳歌
留在别国不是我的意愿，他国的烦劳远多余清闲。在千万里的惊涛骇浪中，没想到竟然还能见到钟山。,亡后见形诗
雪花打在竹丛和树枝上，不时发出沙沙响声；浓密的雪片从空中飘落下来，聚集在地面上。岭头的梅花已经凋谢，现在又好像重新开放了；山岩积雪融化后的流水，却又结成寒冰。要把驯养的小鹿栓牢，严防它们乱跑而被雪天打猎的人捉去；将煮茶的壶水添满，等候山寺的僧人共同品尝、吟诗。可以将春雪同春雨的功劳相比；春雪过后，松间小路上的莓苔，将会更加浓密。,春日山中对雪有作
暮色苍茫，风平浪静，一叶孤舟有气无力的停在江边。还记得快乐的往事，如同水光山色给人以美的享受。你遭到沉重打击，不知道身边发生的事，佳人离你而去。即便佳人归来，和楚襄王梦高唐、赋行云一样，不过是梦幻而己，并非现实。不要为那些小事而烦恼。既然事已如此，恨也没用，想也没用，让它过去算了。但楚天特地，展现眼前的也只是凝贴碧空的暮云朵朵。人生在世，得意时少，失意时多。自古如此，不要愁得头发都苍白了。笑你太多情，连青衫都湿透了。,满江红·赣州席上呈陈季陵太守
春天阴晴多变，此时突然放晴，阳光下的池塘里流出一股股清凉的泉水。济南素有“家家泉水，户户垂杨”之称。春雪过后城南千佛山的山影映入城中，无处不赏心悦目。,初春济南作
荷花是一种多年生水生草本植物，又名莲、芙蕖，古时也称为芙蓉。它那“出污泥而不染”的品性，素来为诗人墨客们所赞颂，用以自喻和他喻。此诗即是其中的一首。,咏新荷应诏
这首词以重帘层楼里的思妇伤春伤别甚于作病的春愁，表达了深受后周胁迫、处境艰难、语多讳忌的南唐中主对人生深刻痛苦的体认。这首词之所以为人称道，甚至被误认为是南唐后主词，或词，乃至词，笔者以为，这是因为词中意象的妙用，渲染了思妇的春愁，使春愁力透纸背，也浸透了看客的心扉。,应天长·一钩初月临妆镜
用香墨勾画弯弯的眉毛，胭脂淡淡地匀在脸上。身着蓝衫和杏黄裙，独倚栏杆上默默地涂着口红。情郎一去如流水，她却半掩着房门盼人归。情郎就像飘忽不定的云，如何寻得到他的踪迹呢？一直等到黄昏，又是一弯新月挂在天边，月不圆人也难团圆。,南歌子·香墨弯弯画
潇洒不羁飘荡江湖十多个春秋，没有一天不在酒杯前徘徊逗留。谢公城边被溪水声响惊醒酣梦，苏小门前的柳枝常常拂过我头。天下的山川景物到底哪里最好，几人怀抱这般情韵一生就罢休？尘世中人挂冠归去原是平常事，终于将蹉跎了的光阴来寻访旧游。,自宣城赴官上京
满怀心中的惆怅望着冷漠的银河，独自吹笙，有话能跟谁说。楼院寒冷阵阵西风吹过，渐渐显现黎明的天色。回想起昔曰的欢会依旧激情似火，只可惜已成旧事花残叶落。昨夜栖息在树上斜枝的雌鸟声声悲鸣把我从梦中惊醒望着银河吹歌。月榭旁有一丛经雨的花朵，散发出阵阵余香仍有雨珠滴落。映霜的残烛牵动相思，为什么偏有风帘阻隔。不要轻易将成仙的愿望许诺，那是独对青灯自我折磨。湘灵鼓瑟演奏情投意合，秦台吹箫享不尽人间欢乐。,银河吹笙
鸟在野草田间衔枝，却误入了枯桑丛里。入地不深容易拔起的根植生在异地的土壤上，适逢春天尚且不会枯死。草木虽然无情，因为彼此的依靠尚可以生存。为什么是同一棵树上的枝叶，命运却有枯荣的不同？,树中草
在遥远的故乡，曾听过子规鸟凄恻的鸣啼；如今在异乡宣城，又看到盛开的杜鹃花。子规鸣叫悲啭，使人愁肠寸断。暮春三月，这鸟鸣花开的时节，游子正思念他的故乡三巴。,宣城见杜鹃花
燕国秦国势不两立，燕太子丹为这块心病十分忧虑。决定用樊於期脑袋作信物奉行刺秦王的短浅计谋，让荆轲带上匕首赶赴秦地。整年里卑词厚礼，奉养荆轲，恰逢人们将受屠戮，军事形势十分危急。微言大义激起樊氏深怨，献出人头，荆卿圆睁双眼怒气冲冲辞别燕国首都。北风里一曲悲歌，易水送行场面壮烈，洒酒祭祀天地登车挥鞭长驱。把密封樊於期首级的匣子送给宿敌秦王，当面打开燕国的地图割让土地。突然间闪闪电光，图穷匕首见，可惜拿匕首的人不是行家，耳热心悸。开始行事时锐气何等锋利，到紧要关头他却犹豫无计。突然间似长虹横贯太阳，匆忙中反而自遭诛杀。秦王拔剑而起，盛怒伐燕，号呼声似风雷贯耳，秦军向燕地进发。燕王斩下太子丹头颅讨好秦国，仍被追伐得到处奔跑，没有容身之舍。秦兵铲平城邑除掉燕王亲姻家族，燕国的官署宫观都被烧毁践踏。开始行事时指望消除灾祸，最终反而触动了灾祸的机匣。秦王的兼并靠的是诈力，与讲信义的齐桓公大相径差。怎能仿效勇士曹沫劫齐桓公的故事呢，实在叫做有勇无谋又愚有加。世间流传的史事本来就多有谬误，太史公已从秦侍医夏无且那里早有叹嗟。,咏荆轲
译文绰约风姿，好像天上仙子一样，从云端翩然而至，手腕的洁白如凝脂。似乎习习的夜风是从筝上而来，春水呜咽流动的感觉也好像是从筝是发出的。好似玉佩轻轻敲击发出的声响，也好像留宿在枝头未飞走的黄莺的啼鸣。哪里还有比这更美妙的声音啊？天上一轮明月洒下清辉，无论在在何处都共同分享着同一轮明月。,筝
诗的前半是“追忆旧事”，写离别后彼此深切思念的情景。“嘉陵江曲曲江池，明月虽同人别离。”明月之夜，清辉照人，最能逗引离人幽思：月儿这样圆满，人却相反，一个在嘉陵江岸，一个在曲江池畔；虽是一般明月，却不能聚在一起共同观赏，见月伤别，顷刻间往日欢聚步月的情景浮现在诗人眼前，涌上诗人心头。“一宵光景潜相忆，两地阴晴远不知。”以“一宵”言“相忆”时间之长；以“潜”表深思的神态。由于夜不能寐，思绪万千，便从人的悲欢离合又想到月的阴晴圆缺，嘉陵江岸与曲江池畔相距很远，诗人不知道两地是否都是这样的“明月”之夜，这样的诗句将离情别绪说得十分动人。“两地阴晴远不知”在诗的意境创造上别出心裁。第一联里，离人虽在两地还可以共赏一轮团?“明月”，而在第二联里，诗人却担心着连这点联系也难于存在，从而表现出更朴实真挚的情谊。,江楼月
香笼里燃烧的水沉香的气息越来越淡薄了。举目远望，征尘扑面，去路迢迢。周围是数不清的层层山峦，全被碧绿的树木和野草覆盖着，路旁山野中长满了各种各样不知名的花儿，一朵朵的格外娇艳动人。行进在道路上的一行人历历在目，骏马萧萧嘶鸣，威武雄壮的仪仗队已经过了前面的小红桥。满怀的离愁别恨，此时此刻都化做相思的诗句，于青山绿水之间，一边吟诗，一边催马加鞭地向东阳进发，差点儿没把马鞭的碧玉梢头摇断。,鹧鸪天·东阳道中
八岁小姑娘喜欢偷偷地照镜子，已能把自己的眉毛画成长眉了。十岁到野外踏青，想象着荷花做自己的衣裙。十二岁开始学弹筝，套在手指上的银甲一直没脱下来。十四岁时，要避免见到男性，连最亲的人也不能见。这时她可能在猜想何时出嫁吧。十五岁时，她背对着秋千，在春风中哭泣，怕春天的消逝。,无题二首
清泉映出株株枝叶稀疏的古松，不知已在这里生成了几千年。寒月照着流荡的清水，流萤的光芒闪烁在窗前。对此我不禁发出长叹，因为它也引起了我对您的深深思念。在这美好的月光中我无法见到您这戴安道，游兴虽尽，心中却又被一种别愁充满。,望月有怀
没有与你约定，我去寻幽去了，兴致勃勃，不觉路远。云崖苍苍很攀登，时间过得飞快，马上就到黄昏。还没有玩遍三四座山，山路弯弯，已经历千万转。深山寂寂只闻猿声哀愁，走着走着就见云收雾散。高松上挂着佼好的月亮，空空的山谷里一派清秋肃穆。溪壑深幽有千年积雪，崖石断裂，寒泉石上流。峰峦秀丽直插中天，登极顶四望，目不暇接。元丹丘隔山遥遥相呼，突然朝我大笑起来。只有造访了这幽幽的山谷，才知道什么叫静者安闲。整夜都非常欢乐，直到拂晓才告别回家。,寻高凤石门山中元丹丘
这是一首诗人用灵魂来表现的一阕“落花”的赞歌。全诗描写气势磅礴，感情强烈，笔力遒劲。作者运笔有如鬼斧神工，极尽夸饰渲染之能事，以丰富而奇特的想象，缤纷而璀璨的画面，绚丽而斑斓的色彩。诗人在诗中运用了多种修辞艺术手法，透过落花随风而逝、漫天飞舞、纷纷扬扬的壮美景观，从而展示了诗人在不为世用、不为时重的挫折中，既失意苦闷而又不甘沉沦、不愿退伏的心路历程。他一反传统对落花的倾注深情、极致赞美，正是诗人对新的生命价值的追求、对个人感情的尊重的个性意识的流露。而这一切，又被艺术地、诗化地表现出来，透出一种昂扬向上、积极进取的倔强精神。,西郊落花歌
天地间仿佛充满着身着战甲的将士，这兵荒马乱之际我为何要远行！亲人和朋友都失声痛哭，我骑着马离开秦州这座孤城。草木凋零，时间已入岁暮；关河冷落，途中霜雪飘零。离别虽已是昨日的事情，但见到此情此景我还是有些伤感。,送远
南国的江河众多，水程超过一千。岳阳城在巴陵山上，将近百层。湖岸的风翻起晚浪，舟外的雪飘落灯前。留滞他乡，有才无用，艰危时局，气节弥坚。图南之举未可逆料，但鲲鹏变化是巨大的，将会飞向南天。,泊岳阳城下 / 泊岳阳楼下
小小少年，小小和尚，名号。你的草书堪称风格迥异，独步天下。你用掉的墨水之多，简直就可以养北冰洋的鲸鱼。你用了那么多兔毫笔，难怪中山的兔子都被杀光了。八九月这里天气正凉爽。酒徒诗人，高堂满座。地上放着几箱白布和纸笺，都是别人请你书写的。桌子上摆放着宣州的石砚，放射着墨水的黑又亮的光芒。我的小师傅喝醉以后就在绳床上小眯一会。突然起身，须臾之间就横扫了几千张字。如同疾风骤雨一样，飒飒惊魂。又像花飞雪飘飘扬扬，一片苍茫。有时候对着粉白的墙壁手不停笔，字大如斗。观看你书写的人一个个惶惶然如见鬼神。满眼只见龙飞凤舞巨蟒游走。笔势左盘右收，左冲右突，如同漫天的闪电。也如同汉楚之间的战争来回拉锯。湖南七郡多少名门大家。那家的屏风和粉壁没有珍藏你的笔墨？什么什么张伯英，那也叫草圣？跟你一比就知道他们是浪得了几百年的虚名。我那位癫狂的酒友，也号称草圣，他现在可是廉颇老矣，饭都吃不了了，现在凑不上草圣的名号了。我的小师傅的笔法不拘于古人的规矩。从古到今，万事到了极至的水平都要靠天生的才能。何必要像张旭一样，要观看公孙大娘《浑脱》剑舞才有所启发呢？,草书歌行
长期以来两家关系就很好，彼此相知亲密无间。天黑之后点起描画的红烛，排起守岁的宴席，友朋列坐其次。席间歌女唱起《梅花》旧曲，大家畅饮新蒸的柏酒，推杯换盏，间或会有行酒令的游戏。作者现在是四处漂泊随行处且行乐，一年一年的过去了也不见。,岁除夜会乐城张少府宅
冬至之后，白天渐长而黑夜渐短。我在远远的成都思念洛阳。我在严武的幕府中志不自展，成都虽也有如金谷、铜驼一类的胜地但毕竟不是故乡金谷铜驼。梅花正含苞欲放，我不自觉地想起我洛阳的兄弟朋友。愁闷极了，本想写诗来排愁，没想到越写越凄凉了。,至后
汉文帝筑有一座高高的望仙台，这天登临时曙色正要散开。三晋的云山都向着北方，二陵的风雨从东边过来。当年守关的令尹谁认识？河上公一去就不再回来。不如就近寻找彭泽宰，一起畅饮陶醉在菊花酒杯中。,九日登望仙台呈刘明府容
从南山截段竹筒做成觱篥，这种乐器本来是出自龟兹。流传到汉地曲调变得新奇，凉州胡人安万善为我奏吹。座旁的听者个个感慨叹息，思乡的游客人人悲伤落泪。世人只晓听曲不懂得欣赏，乐人就像独行于暴风之中。又像风吹枯桑老柏沙沙响，还像九只雏凤鸣叫啾啾啼。好似龙吟虎啸同时都爆发，又如万籁齐响秋天百泉汇。忽然变作渔阳掺低沉悲壮，顿使白日转昏暗乌云翻飞。再变如同杨柳枝热闹欢快，仿佛看到上林苑繁花似锦。除夕夜高堂上明烛放光芒，喝杯美酒再欣赏一曲觱篥。,听安万善吹觱篥歌
那个面白如玉的是谁家的少年郎？他已回车过了天津桥。在城东的大道上看花，惊动得洛阳人都来看他。,洛阳陌
潮落后江面平静还没有起风，乘一只小船渡江与您相从。不时探头向天边眺望，您可知哪座青山是我要去的越中？,渡浙江问舟中人
城上军威使人望而生畏，连江中的水都似乎杀气腾腾。现在，我身穿军装准备战斗，等到平定了天下时，一定载歌载舞进入长安京城。,在军登城楼
拿起白玉拨子，拂动琴弦，我开始弹奏心爱的素琴。清澈的山泉缓缓流入山涧，清幽而深远，像是满载着绵绵不断的淡淡忧愁。我弹琴的技术娴熟，弹琴的手法高超，琴弦在我的拨弄下闪动出美妙的音符，纯净而美妙。琴声中诉不尽我的千古哀愁，我的琴声似乎承载了我太多的凄怨。幽涧边的松树高耸入云，在秋风的吹拂下发出瑟瑟的声响，诉不尽我心中凄苦的寂寞。一只愁猿吊影危处在山涧中，发出凄惨的哀鸣。它的鸣叫声回荡在山谷丛林中更加凄厉哀绝，久久不散。座中听琴的过客，有哀时失志的，听到琴声感慨万千，泪湿沾襟。琴曲接近尾声，我缓缓拨动琴弦，结束了此曲。我只是借琴声以抒发自己的情怀，真不知道古今以来与我有同样情怀的人竟是如此之多。琴声如幽涧中潺潺流淌的泉水，在深林中鸣荡不已。高山流水，知音难寻。,幽涧泉
居延城外胡人正在狩猎，白草连天大火漫天燃烧。暮云下旷远的沙漠纵马飞驰，秋日里辽阔的平原正好射雕。护羌校慰坚守阵地登上障堡，破虏将军勇猛出击夜渡辽河。那镶玉的剑，角饰的弓，战着珠络头，朝廷要赐给得胜的将军：勇如汉朝的霍嫖姚。,出塞作
天边的星辰渐渐地隐入晓雾，钟声鼓乐也已停歇在远处，窗外的晓莺在啼送残月西去。兰花上凝结着晶莹的晨露，柳枝在风中翩翩飞舞，满庭的落花报道着春暮。空荡荡的阁楼上，我还在凭栏远望，惆怅，还似去年一样。春天就要过去了，旧日的欢欣已仿佛梦中的幻影，我仍在无穷的相思中把你期待。,更漏子·星斗稀
秦王暴政乱纲纪，贤士纷纷远躲避。四皓隐居在商山，有人隐匿来此地。往昔踪迹消失尽，来此路途已荒废。相唤共同致农耕，天黑还家自休息。桑竹茂盛遮浓荫，庄稼种植按节气。春蚕结茧取长丝，秋日丰收不纳税。荒草遮途阻交通，村中鸡犬互鸣吠。祭祀仍遵古礼法，衣裳没有新款式。儿童欢跳纵情歌，老者欣然自游憩。草木花开知春到，草衰木凋知寒至。虽无年历记时日，四季推移自成岁。欢快安逸乐无穷，哪还需要动知慧？奇踪隐蔽五百岁，一朝开放神奇界。浮薄淳朴不同源，转眼深藏无处觅。请问世间凡夫子，可知尘外此奇迹？我愿踏乘轻云去，高飞寻找我知己。,桃花源诗
诗人在秋夜行舟于耒阳溪上。清幽的溪山景色，触动诗人的情怀，由此产生淡淡的旅愁。与《浈阳峡》相比较，诗人更着意融情入景。全诗几乎句句写景，结尾才以一个“愁”字，画龙点睛般点出题旨。但诗中的明月、溪声、岚气、霜华、猿啼，无不浸透着诗人的愁情。可以说，情与景高度融合，浑然一体，构成清幽的意境。这几首山水诗，写景状物精细工丽，侧重于客观的刻画，由景物触发的情思没有借直接倾诉和议论表达，而是融情于景。情景契合，在艺术技巧上，受影响的痕迹较重，显示了六朝山水诗向盛唐山水诗过渡的迹象。,耒阳溪夜行
汉武帝时，被匈奴大军围困，兵败后投降匈奴，从此他的一生就埋没在胡沙边塞之地。出使匈奴被扣留，不屈服于匈奴，就在北海牧羊，多年后才得以重返汉朝。五原关迢迢万里，朔雪纷飞，大如夏花。从此一去就相隔在绝远之国，思念家乡却不能归来，只能长嗟短叹。鸿雁年年飞向西北，让它们来替自己传递书信，寄到远方的亲人身边。,千里思
读书把看了一遍便能背诵作为值得肯定的才能，（其实）是最不能成事的。,潍县署中寄舍弟墨第一书
日月句——日月，指明朝，也有光辉的意思。于氏，指，见于谦《出塞》作者简介。乾坤句——乾坤，天地。岳，指，见岳飞《送紫岩生北伐》作者简介。赤手——空手。借一枝——即借一枝栖，《咏鸟》：“上林无限树，不借一枝栖”。素车——素车白马，指送丧的行列。怒涛句——鸱夷，革囊，《国语》：吴国忠臣申胥（伍子胥）死谏吴王，吴王不悦，“使取申胥之尸，盛以鸱夷而投之于江。”后人传说，伍子胥尸体投江之日，天也被激怒了，江潮特别汹涌，也有说怒潮是伍子胥的忠魂所化。,甲辰八月辞故里 \ 将入武林
粉刷墙壁作为一种手艺，是卑贱而且辛苦的。有个人以这作为职业，样子却好像自在满意。听他讲的话，言词简明。意思却很透彻。问他，他说姓王，承福是他的名。祖祖辈辈是长安的农民。天宝年间发生安史之乱，抽调百姓当兵，他也被征入伍，手持弓箭战斗了十三年，有官家授给他的勋级，但他却放弃官勋回到家乡来。由于丧失了田地，就靠拿着馒子维持生活过了三十多年。他寄居在街上的屋主家里，并付给相当的房租、伙食费。根据当时房租、伙食费的高低，来增减他粉刷墙壁的工价，归还给主人。有钱剩，就拿去给流落在道路上的残废、贫病、饥饿的人。他又说：“粮食，是人们种植才长出来的。至于布匹丝绸，一定要靠养蚕、纺织才能制成。其他用来维持生活的物品，都是人们劳动之后才完备的，我都离不开它们。但是人们不可能样样都亲手去制造，最合适的做法是各人尽他的能力，相互协作来求得生存。所以，国君的责任是治理我们，使我们能够生存，而各种官吏的责任则是秉承国君的旨意来教化百姓。责任有大有小，只有各尽自己的能力去做，好像器皿的大小虽然不一，但是各有各的用途。如果光吃饭不做事，一定会有天降的灾祸。所以我一天也不敢丢下我泥馒子去游戏嬉戏。粉刷墙壁是比较容易掌握的技能，可以努力做好，又确实有成效，还能取得应有的报酬，虽然辛苦，却问心无愧，因此我心里十分坦然。力气容易用劲使出来，并且取得成效，脑子却难以勉强使它获得聪明。这样，干体力活的人被人役使，用脑力的人役使人，也是应该的。我只是选择那种容易做而又问心无愧的活来取得报酬哩！“唉！我拿着镘子到富贵人家干活有许多年了。有的人家我只去过一次，再从那里经过，当年的房屋已经成为废墟了。有的我曾去过两次，三次，后来经过那里，也成为废墟了。向他们邻居打听，有的说：‘唉！他们家主人被判刑杀掉了。’有的说：‘原主人已经死了，他们的子孙不能守住遗产。’也有的说：‘人死了，财产都充公了。’我从这些情况来看，不正是光吃饭不做事遭到了天降的灾祸吗？不正是勉强自己去干才智达不到的事，不选择与他的才能相称的事却要去充数据高位的结果吗？不正是多做了亏心事，明知不行，却勉强去做的结果吗？也可能是富贵难以保住，少贡献却多享受造成的结果吧！也许是富贵贫贱都有一定的时运，一来一去，不能经常保有吧？我的心怜悯这些人，所以选择力所能及的事情去干。喜爱富贵，悲伤贫贱，我难道与一般人不同吗？”他还说：“贡献大的人，他用来供养自己的东西多，妻室儿女都能由自己养活。我能力小，贡献少，没有妻室儿女是可以的。再则我是个干体力活的人，如果成家而能力不足以养活妻室儿女，那么也够操心的了。一个人既要劳力，又要劳心，即使是圣人也不能做到啊！”我听了他的话，起初还很疑惑不解，再进一步思考，觉得他这个人大概是个贤人，是那种所谓独善其身的人吧。但是我对他还是有些批评，觉得他为自己打算得太多，为别人打算太少，这难道是学了杨朱的学说吗？杨朱之学，是不肯拔自己一根毫毛去有利於天下，而王承福把有家当作劳心费力的事，不肯操点心来养活妻子儿女，难道会肯操劳心智为其他的人吗！但尽管如此，王承福比起世上那些一心唯恐得不到富贵，得到後又害怕失去的人，比那些为了满足生活上的欲望，以致贪婪奸邪无道以致丧命的人，又好上太多了。而且他的话对我多有警醒之处，所以我替他立传，用来作为自己的借鉴。,圬者王承福传
韵译头戴红巾的卫士不住报说寒夜欲晓，尚衣官员给天子呈上了翠绿的云裘。早朝的百官曙色中走进辉煌的宫殿，同万国使节向加冕悬旒的皇帝叩头。初出的日光晃动着君王的雉尾掌扇，浮动的香烟飘向了皇上的衮龙袍绣。罢朝后把天子的圣旨写在五色纸上，紫服玉佩的中书文官此刻纷忙不休。散译戴着红巾的卫士在宫门报晓，尚衣官员向天子进上绣着翠云的皮袍。层层叠叠的宫殿如九重天门迤逦打开，异邦万国的使臣一齐向着皇帝跪见朝拜。日色刚刚照临到殿堂，仪仗已排列成扇形屏障。御炉中香烟袅袅，缭绕着天子的龙袍浮动飘忽。早朝过后中书省的官员退到凤凰池上，用五色彩纸起草皇上的诏书。,奉和贾至舍人早朝大明宫之作
燕昭王延请郭瑰，高筑起了黄金台。剧辛从赵国投奔燕国，后来邹衍也从齐国奔来。可是如今的当政者，却弃我如同尘埃。他们宁肯花珠玉来买歌看舞，却以糟糠养贤才。此刻我方明白，黄鹤为什么要远君而去，千里高飞独自徘徊。,古风·其十五
有人在我这里问谏议大夫阳城：“他可以算是有道之士吗？他学问渊博见识广博，不用求教于人。按古人的道理行事，居住在晋地的偏远之处。晋地的百姓受到他德行的熏陶因此有几千人善良。有大臣听说了便举荐他，天子任命他为谏议大夫。人们都认为很光彩，阳子并没有喜色。待在这个位置上五年了，看他的德行如同还是在野一样。他岂是因富贵而偏移心志的人啊！”我回答他道：“这就是《易经》的柔顺的恒卦所说的长久不变它的德操对男人是坏事啊。怎么能算得上是有道之士哦？在《易经·蛊》的上九卦中说：‘不侍奉王侯，使自己的情操高尚’。《蹇》的六二卦就说：‘国家的臣子处境艰险，不是因为自己的原因，是为了国家和君主啊。’这也是因为在不同的时段境况，而所遵循的道德标准不同。象《蛊》的上九卦，处在无所作为的境地，却要致力于并非自己力所能及的高尚事业；象《蹇》的六二卦，处在国家臣子的位子，却将不理国事作为高尚的心志，那么冒进的祸患就会产生，对为官不作为的现象的讽刺就会很多。这样的样板可不能作为标准，而且其过错的遗害终久难以消除的。如今阳先生在职不算不久了，了解天下的得失不可能不熟悉了，天子待他不可谓不是厚爱有加了，而他却未曾有一句涉及朝政的话，看待朝政的得失，就好像越国的人看待秦国人的胖瘦，轻飘飘在他的心里没有一点喜忧的感受。问他的官职，就说是谏议大夫；问他的俸禄，就说：‘下大夫级别的薪俸’；问他的职责，就说：‘我不知道啊’。有道之士，原本是这样的吗？而且我还听说：有官职的人，不称其职就离开；有进言责任的人，进言而无作用就离开。今天的阳先生认为他自己进言了吗？该进言而不言语，与不用他的进言而不离开，没有一样是值得肯定的。阳先生是为了俸禄而出仕吧？古人有话说：‘为官不是因为贫穷，而有的时候又是因为贫穷’，说的就是为了俸禄的官员。这种官员应当辞去尊贵的官职而呆在卑下的地位，离开富有处身贫穷，象那些守关打更的人一样就行了。孔子曾经做粮仓主管，曾经做六畜主管，都不敢耽误他的职守，必定说：‘统计停当了才算完啊’，必定说：‘牛羊生长好了才行啊’。象阳先生的俸禄，不是卑下和贫穷，这是非常明显的，却如此作为，他这样可以吗？”有的人说：“不，不是这样的。阳先生不讽谏皇帝的原因，是作为臣子不做揭示他的君主的过错来得到名望的行为，所以虽然有谏有议论，让人不得而知啊。《书经》说：‘你有好谋划好的策略，就进到里面告诉你的君主，你在外面夸奖君主，说：‘这么好的谋划这么好的策略，只有我的君主的德行才想得出来。’阳先生的用心，也和这是一样的。”韩愈我回应道：“如果阳先生的用心是这样，更让我迷惑的了。进去讽谏君主，出来不让人知道的臣子，是大臣宰相的事情，不是阳先生适合做的事。阳先生本来以百姓的身份隐居在蒿草棚之下，皇上奖赏他的行为适宜，提拔他到这个职位。官职以谏作为名称，完全应该有行动来尽他的职守，让全国各地和后代知道朝廷有如鲠在喉不吐不快的直言的臣子，天子有不误赏、顺遂地听从讽谏的美德。那些山林隐居的人士，听了便羡慕他，绑好衣带扎起头发打扮整齐，愿意来到朝廷申述他们的见解，致使我们的皇帝成为尧舜一样的贤帝，英明名声流芳万古。如同《书经》所说的，那么大臣宰相的事，不是阳先生所适合去做的。而阳先生的用心是要让君主讨厌听到自己的过错吧？是促使这种现象的发生啊。”有的人说：“阳先生的不求闻名而人们宣扬他，不求被任用而君主任用他，是不得已而起来的。他坚守他的原则不变，为什么您责备他这么严厉呢？”韩愈我说：“自古圣人贤士都没有有求于闻名、被任用。为当时的不平而忧患、为民众不得治理而忧患，按照他们的原则，是不敢独善其身，而一定要普救天下啊；勤劳不懈，到死才算结束。所以禹过家门不入，孔子来不及把座席坐暖又继续赶路游说列国，而墨子家烟囱都熏不黑长年累月奔波在外。这两为圣人一位贤士，岂会不知道自己的安逸是享乐吗？实在是敬畏上天寄托的责任同情百姓的困苦啊。上天授予某人贤能的才能，难道是使他自己优于旁人就完了吗？其实是要用他们补救这个世上的不足之处啊。耳目在身上的作用，耳朵是用来听而眼睛是用来看，听清楚那些是非，看清楚那些险和易，然后身体才得安宁啊。圣贤的人，就是那个时代的人们的耳目啊；那个时代的人们，就是圣贤的身体啊。而阳先生如果不贤能，就要受贤能的人役使来效力他的上级啊。如果他真的贤能，就本该敬畏天命而为人们的困苦忧愁，怎能好整以暇地自得安逸呢？”有的人说：“我听说君子不喜欢强加于人，而且不揭发别人的阴私指责别人的过失来表现自己的直率。象先生这样的言论，直率是够直率的，不是损伤自己的德行而且浪费唇舌吗？喜欢和盘托出揭示别人的过错，国武子之所以在齐国被杀，先生也听说了吧？”韩愈我说：“君子处在他的职位上，就想的是为他的职责而死；没有得到职位，就要想着说好他的言论来阐明他的道理。我是要阐明道理，不是来表现自己的直率而强加于人。而且国武子不能亲近获得善人的理解，只是喜欢在内乱的国家说出所有的言论，所以被杀。古书上说：‘只有善良的人能够接受所有的言论。’是说他们听了能够改正缺点。您告诉我说：‘阳先生可以算得上是有道之士。’现在虽然不能达到自己所认为的高度，阳先生难道不是一个善人吗？”,争臣论
这是一种修行境界在打坐中感受到淡泊明智宁静致远这种心如虚空唯一至精的感受谁能知道呢对自己还没有达道的功夫的谦虚还是经常有一点心乱想更上一个境界一念不生是谓诚,幽人归独卧
